Case,Choice,Question,Alternative,Rail,Teton,Dirt,Gravel,Paved,Dist,Cost,gender,age_group,age,educ,res,emp,marr,house,house_inc,ID
203,1,5,1,1,0,1,1,0,3.09,26,1,4,50,4,3,6,1,3,0,23
203,0,5,2,0,1,0,1,0,1.06,20,1,4,50,4,3,6,1,3,0,23
203,0,5,3,0,0,0,0,0,0,0,1,4,50,4,3,6,1,3,0,23
204,1,6,1,1,0,0,0,1,1.68,91,1,4,50,4,3,6,1,3,0,23
204,0,6,2,0,1,1,0,0,1.06,20,1,4,50,4,3,6,1,3,0,23
204,0,6,3,0,0,0,0,0,0,0,1,4,50,4,3,6,1,3,0,23
205,0,7,1,1,0,1,0,0,1.68,167,1,4,50,4,3,6,1,3,0,23
205,1,7,2,0,1,1,0,0,0.89,57,1,4,50,4,3,6,1,3,0,23
205,0,7,3,0,0,0,0,0,0,0,1,4,50,4,3,6,1,3,0,23
206,0,8,1,1,0,0,1,0,0.49,26,1,4,50,4,3,6,1,3,0,23
206,1,8,2,0,1,0,0,1,0.89,57,1,4,50,4,3,6,1,3,0,23
206,0,8,3,0,0,0,0,0,0,0,1,4,50,4,3,6,1,3,0,23
207,1,9,1,1,0,0,1,0,0.49,167,1,4,50,4,3,6,1,3,0,23
207,0,9,2,0,1,1,0,0,1.06,48,1,4,50,4,3,6,1,3,0,23
207,0,9,3,0,0,0,0,0,0,0,1,4,50,4,3,6,1,3,0,23
208,0,1,1,1,0,1,0,0,3.09,91,0,1,20,3,2,6,2,1,1,24
208,1,1,2,0,1,0,0,1,0.89,20,0,1,20,3,2,6,2,1,1,24
208,0,1,3,0,0,0,0,0,0,0,0,1,20,3,2,6,2,1,1,24
209,0,2,1,1,0,1,0,0,3.09,26,0,1,20,3,2,6,2,1,1,24
209,1,2,2,0,1,0,1,0,0.36,48,0,1,20,3,2,6,2,1,1,24
209,0,2,3,0,0,0,0,0,0,0,0,1,20,3,2,6,2,1,1,24
210,0,3,1,1,0,0,0,1,0.49,91,0,1,20,3,2,6,2,1,1,24
210,1,3,2,0,1,0,0,1,0.36,48,0,1,20,3,2,6,2,1,1,24
210,0,3,3,0,0,0,0,0,0,0,0,1,20,3,2,6,2,1,1,24
211,0,4,1,1,0,0,0,1,1.68,26,0,1,20,3,2,6,2,1,1,24
211,1,4,2,0,1,0,1,0,0.36,57,0,1,20,3,2,6,2,1,1,24
211,0,4,3,0,0,0,0,0,0,0,0,1,20,3,2,6,2,1,1,24
212,1,5,1,1,0,1,1,0,3.09,26,0,1,20,3,2,6,2,1,1,24
212,0,5,2,0,1,0,1,0,1.06,20,0,1,20,3,2,6,2,1,1,24
212,0,5,3,0,0,0,0,0,0,0,0,1,20,3,2,6,2,1,1,24
213,1,6,1,1,0,0,0,1,1.68,91,0,1,20,3,2,6,2,1,1,24
213,0,6,2,0,1,1,0,0,1.06,20,0,1,20,3,2,6,2,1,1,24
213,0,6,3,0,0,0,0,0,0,0,0,1,20,3,2,6,2,1,1,24
214,1,7,1,1,0,1,0,0,1.68,167,0,1,20,3,2,6,2,1,1,24
214,0,7,2,0,1,1,0,0,0.89,57,0,1,20,3,2,6,2,1,1,24
214,0,7,3,0,0,0,0,0,0,0,0,1,20,3,2,6,2,1,1,24
215,0,8,1,1,0,0,1,0,0.49,26,0,1,20,3,2,6,2,1,1,24
215,1,8,2,0,1,0,0,1,0.89,57,0,1,20,3,2,6,2,1,1,24
215,0,8,3,0,0,0,0,0,0,0,0,1,20,3,2,6,2,1,1,24
216,1,9,1,1,0,0,1,0,0.49,167,0,1,20,3,2,6,2,1,1,24
216,0,9,2,0,1,1,0,0,1.06,48,0,1,20,3,2,6,2,1,1,24
216,0,9,3,0,0,0,0,0,0,0,0,1,20,3,2,6,2,1,1,24
217,0,1,1,1,0,0,1,0,1.68,91,0,2,25,3,2,1,2,1,2,25
217,1,1,2,0,1,0,1,0,0.89,48,0,2,25,3,2,1,2,1,2,25
217,0,1,3,0,0,0,0,0,0,0,0,2,25,3,2,1,2,1,2,25
218,0,2,1,1,0,1,0,0,1.68,26,0,2,25,3,2,1,2,1,2,25
218,1,2,2,0,1,0,0,1,1.06,48,0,2,25,3,2,1,2,1,2,25
218,0,2,3,0,0,0,0,0,0,0,0,2,25,3,2,1,2,1,2,25
219,0,3,1,1,0,0,1,0,1.68,167,0,2,25,3,2,1,2,1,2,25
219,1,3,2,0,1,0,0,1,0.36,20,0,2,25,3,2,1,2,1,2,25
219,0,3,3,0,0,0,0,0,0,0,0,2,25,3,2,1,2,1,2,25
220,1,4,1,1,0,0,0,1,3.09,26,0,2,25,3,2,1,2,1,2,25
220,0,4,2,0,1,1,0,0,0.89,48,0,2,25,3,2,1,2,1,2,25
220,0,4,3,0,0,0,0,0,0,0,0,2,25,3,2,1,2,1,2,25
221,0,5,1,1,0,1,0,0,0.49,91,0,2,25,3,2,1,2,1,2,25
221,1,5,2,0,1,0,1,0,1.06,57,0,2,25,3,2,1,2,1,2,25
221,0,5,3,0,0,0,0,0,0,0,0,2,25,3,2,1,2,1,2,25
222,1,6,1,1,0,0,0,1,0.49,167,0,2,25,3,2,1,2,1,2,25
222,0,6,2,0,1,0,1,0,0.89,20,0,2,25,3,2,1,2,1,2,25
222,0,6,3,0,0,0,0,0,0,0,0,2,25,3,2,1,2,1,2,25
223,1,7,1,1,0,0,0,1,3.09,167,0,2,25,3,2,1,2,1,2,25
223,0,7,2,0,1,0,0,1,1.06,57,0,2,25,3,2,1,2,1,2,25
223,0,7,3,0,0,0,0,0,0,0,0,2,25,3,2,1,2,1,2,25
224,1,8,1,1,0,1,0,0,0.49,26,0,2,25,3,2,1,2,1,2,25
224,0,8,2,0,1,1,0,0,0.36,20,0,2,25,3,2,1,2,1,2,25
224,0,8,3,0,0,0,0,0,0,0,0,2,25,3,2,1,2,1,2,25
225,1,9,1,1,0,0,1,0,3.09,91,0,2,25,3,2,1,2,1,2,25
225,0,9,2,0,1,1,0,0,0.36,57,0,2,25,3,2,1,2,1,2,25
225,0,9,3,0,0,0,0,0,0,0,0,2,25,3,2,1,2,1,2,25
226,0,1,1,1,0,1,0,0,3.09,91,0,6,69,4,1,1,1,2,11,26
226,1,1,2,0,1,0,0,1,0.89,20,0,6,69,4,1,1,1,2,11,26
226,0,1,3,0,0,0,0,0,0,0,0,6,69,4,1,1,1,2,11,26
227,0,2,1,1,0,1,0,0,3.09,26,0,6,69,4,1,1,1,2,11,26
227,1,2,2,0,1,0,1,0,0.36,48,0,6,69,4,1,1,1,2,11,26
227,0,2,3,0,0,0,0,0,0,0,0,6,69,4,1,1,1,2,11,26
228,0,3,1,1,0,0,0,1,0.49,91,0,6,69,4,1,1,1,2,11,26
228,1,3,2,0,1,0,0,1,0.36,48,0,6,69,4,1,1,1,2,11,26
228,0,3,3,0,0,0,0,0,0,0,0,6,69,4,1,1,1,2,11,26
229,0,4,1,1,0,0,0,1,1.68,26,0,6,69,4,1,1,1,2,11,26
229,1,4,2,0,1,0,1,0,0.36,57,0,6,69,4,1,1,1,2,11,26
229,0,4,3,0,0,0,0,0,0,0,0,6,69,4,1,1,1,2,11,26
230,0,5,1,1,0,1,1,0,3.09,26,0,6,69,4,1,1,1,2,11,26
230,1,5,2,0,1,0,1,0,1.06,20,0,6,69,4,1,1,1,2,11,26
230,0,5,3,0,0,0,0,0,0,0,0,6,69,4,1,1,1,2,11,26
231,0,6,1,1,0,0,0,1,1.68,91,0,6,69,4,1,1,1,2,11,26
231,1,6,2,0,1,1,0,0,1.06,20,0,6,69,4,1,1,1,2,11,26
231,0,6,3,0,0,0,0,0,0,0,0,6,69,4,1,1,1,2,11,26
232,0,7,1,1,0,1,0,0,1.68,167,0,6,69,4,1,1,1,2,11,26
232,1,7,2,0,1,1,0,0,0.89,57,0,6,69,4,1,1,1,2,11,26
232,0,7,3,0,0,0,0,0,0,0,0,6,69,4,1,1,1,2,11,26
233,0,8,1,1,0,0,1,0,0.49,26,0,6,69,4,1,1,1,2,11,26
233,1,8,2,0,1,0,0,1,0.89,57,0,6,69,4,1,1,1,2,11,26
233,0,8,3,0,0,0,0,0,0,0,0,6,69,4,1,1,1,2,11,26
234,0,9,1,1,0,0,1,0,0.49,167,0,6,69,4,1,1,1,2,11,26
234,1,9,2,0,1,1,0,0,1.06,48,0,6,69,4,1,1,1,2,11,26
234,0,9,3,0,0,0,0,0,0,0,0,6,69,4,1,1,1,2,11,26
235,1,1,1,1,0,0,1,0,1.68,91,1,2,26,4,2,6,1,3,2,27
235,0,1,2,0,1,0,1,0,0.89,48,1,2,26,4,2,6,1,3,2,27
235,0,1,3,0,0,0,0,0,0,0,1,2,26,4,2,6,1,3,2,27
236,1,2,1,1,0,1,0,0,1.68,26,1,2,26,4,2,6,1,3,2,27
236,0,2,2,0,1,0,0,1,1.06,48,1,2,26,4,2,6,1,3,2,27
236,0,2,3,0,0,0,0,0,0,0,1,2,26,4,2,6,1,3,2,27
237,1,3,1,1,0,0,1,0,1.68,167,1,2,26,4,2,6,1,3,2,27
237,0,3,2,0,1,0,0,1,0.36,20,1,2,26,4,2,6,1,3,2,27
237,0,3,3,0,0,0,0,0,0,0,1,2,26,4,2,6,1,3,2,27
238,1,4,1,1,0,0,0,1,3.09,26,1,2,26,4,2,6,1,3,2,27
238,0,4,2,0,1,1,0,0,0.89,48,1,2,26,4,2,6,1,3,2,27
238,0,4,3,0,0,0,0,0,0,0,1,2,26,4,2,6,1,3,2,27
239,1,5,1,1,0,1,0,0,0.49,91,1,2,26,4,2,6,1,3,2,27
239,0,5,2,0,1,0,1,0,1.06,57,1,2,26,4,2,6,1,3,2,27
239,0,5,3,0,0,0,0,0,0,0,1,2,26,4,2,6,1,3,2,27
240,0,6,1,1,0,0,0,1,0.49,167,1,2,26,4,2,6,1,3,2,27
240,1,6,2,0,1,0,1,0,0.89,20,1,2,26,4,2,6,1,3,2,27
240,0,6,3,0,0,0,0,0,0,0,1,2,26,4,2,6,1,3,2,27
241,1,7,1,1,0,0,0,1,3.09,167,1,2,26,4,2,6,1,3,2,27
241,0,7,2,0,1,0,0,1,1.06,57,1,2,26,4,2,6,1,3,2,27
241,0,7,3,0,0,0,0,0,0,0,1,2,26,4,2,6,1,3,2,27
242,0,8,1,1,0,1,0,0,0.49,26,1,2,26,4,2,6,1,3,2,27
242,1,8,2,0,1,1,0,0,0.36,20,1,2,26,4,2,6,1,3,2,27
242,0,8,3,0,0,0,0,0,0,0,1,2,26,4,2,6,1,3,2,27
243,1,9,1,1,0,0,1,0,3.09,91,1,2,26,4,2,6,1,3,2,27
243,0,9,2,0,1,1,0,0,0.36,57,1,2,26,4,2,6,1,3,2,27
243,0,9,3,0,0,0,0,0,0,0,1,2,26,4,2,6,1,3,2,27
244,0,1,1,1,0,0,1,0,1.68,91,1,4,45,5,3,6,2,2,4,28
244,1,1,2,0,1,0,1,0,0.89,48,1,4,45,5,3,6,2,2,4,28
244,0,1,3,0,0,0,0,0,0,0,1,4,45,5,3,6,2,2,4,28
245,0,2,1,1,0,1,0,0,1.68,26,1,4,45,5,3,6,2,2,4,28
245,1,2,2,0,1,0,0,1,1.06,48,1,4,45,5,3,6,2,2,4,28
245,0,2,3,0,0,0,0,0,0,0,1,4,45,5,3,6,2,2,4,28
246,0,3,1,1,0,0,1,0,1.68,167,1,4,45,5,3,6,2,2,4,28
246,1,3,2,0,1,0,0,1,0.36,20,1,4,45,5,3,6,2,2,4,28
246,0,3,3,0,0,0,0,0,0,0,1,4,45,5,3,6,2,2,4,28
247,0,4,1,1,0,0,0,1,3.09,26,1,4,45,5,3,6,2,2,4,28
247,1,4,2,0,1,1,0,0,0.89,48,1,4,45,5,3,6,2,2,4,28
247,0,4,3,0,0,0,0,0,0,0,1,4,45,5,3,6,2,2,4,28
248,0,5,1,1,0,1,0,0,0.49,91,1,4,45,5,3,6,2,2,4,28
248,1,5,2,0,1,0,1,0,1.06,57,1,4,45,5,3,6,2,2,4,28
248,0,5,3,0,0,0,0,0,0,0,1,4,45,5,3,6,2,2,4,28
249,0,6,1,1,0,0,0,1,0.49,167,1,4,45,5,3,6,2,2,4,28
249,1,6,2,0,1,0,1,0,0.89,20,1,4,45,5,3,6,2,2,4,28
249,0,6,3,0,0,0,0,0,0,0,1,4,45,5,3,6,2,2,4,28
250,0,7,1,1,0,0,0,1,3.09,167,1,4,45,5,3,6,2,2,4,28
250,1,7,2,0,1,0,0,1,1.06,57,1,4,45,5,3,6,2,2,4,28
250,0,7,3,0,0,0,0,0,0,0,1,4,45,5,3,6,2,2,4,28
251,1,8,1,1,0,1,0,0,0.49,26,1,4,45,5,3,6,2,2,4,28
251,0,8,2,0,1,1,0,0,0.36,20,1,4,45,5,3,6,2,2,4,28
251,0,8,3,0,0,0,0,0,0,0,1,4,45,5,3,6,2,2,4,28
252,1,9,1,1,0,0,1,0,3.09,91,1,4,45,5,3,6,2,2,4,28
252,0,9,2,0,1,1,0,0,0.36,57,1,4,45,5,3,6,2,2,4,28
252,0,9,3,0,0,0,0,0,0,0,1,4,45,5,3,6,2,2,4,28
253,0,1,1,1,0,0,1,0,1.68,91,1,4,50,6,1,1,1,4,9,29
253,1,1,2,0,1,0,1,0,0.89,48,1,4,50,6,1,1,1,4,9,29
253,0,1,3,0,0,0,0,0,0,0,1,4,50,6,1,1,1,4,9,29
254,0,2,1,1,0,1,0,0,1.68,26,1,4,50,6,1,1,1,4,9,29
254,1,2,2,0,1,0,0,1,1.06,48,1,4,50,6,1,1,1,4,9,29
254,0,2,3,0,0,0,0,0,0,0,1,4,50,6,1,1,1,4,9,29
255,0,3,1,1,0,0,1,0,1.68,167,1,4,50,6,1,1,1,4,9,29
255,1,3,2,0,1,0,0,1,0.36,20,1,4,50,6,1,1,1,4,9,29
255,0,3,3,0,0,0,0,0,0,0,1,4,50,6,1,1,1,4,9,29
256,1,4,1,1,0,0,0,1,3.09,26,1,4,50,6,1,1,1,4,9,29
256,0,4,2,0,1,1,0,0,0.89,48,1,4,50,6,1,1,1,4,9,29
256,0,4,3,0,0,0,0,0,0,0,1,4,50,6,1,1,1,4,9,29
257,1,5,1,1,0,1,0,0,0.49,91,1,4,50,6,1,1,1,4,9,29
257,0,5,2,0,1,0,1,0,1.06,57,1,4,50,6,1,1,1,4,9,29
257,0,5,3,0,0,0,0,0,0,0,1,4,50,6,1,1,1,4,9,29
258,1,6,1,1,0,0,0,1,0.49,167,1,4,50,6,1,1,1,4,9,29
258,0,6,2,0,1,0,1,0,0.89,20,1,4,50,6,1,1,1,4,9,29
258,0,6,3,0,0,0,0,0,0,0,1,4,50,6,1,1,1,4,9,29
259,1,7,1,1,0,0,0,1,3.09,167,1,4,50,6,1,1,1,4,9,29
259,0,7,2,0,1,0,0,1,1.06,57,1,4,50,6,1,1,1,4,9,29
259,0,7,3,0,0,0,0,0,0,0,1,4,50,6,1,1,1,4,9,29
260,0,8,1,1,0,1,0,0,0.49,26,1,4,50,6,1,1,1,4,9,29
260,1,8,2,0,1,1,0,0,0.36,20,1,4,50,6,1,1,1,4,9,29
260,0,8,3,0,0,0,0,0,0,0,1,4,50,6,1,1,1,4,9,29
261,0,9,1,1,0,0,1,0,3.09,91,1,4,50,6,1,1,1,4,9,29
261,1,9,2,0,1,1,0,0,0.36,57,1,4,50,6,1,1,1,4,9,29
261,0,9,3,0,0,0,0,0,0,0,1,4,50,6,1,1,1,4,9,29
262,0,1,1,1,0,1,0,0,3.09,91,1,3,37,4,1,2,1,7,4,30
262,1,1,2,0,1,0,0,1,0.89,20,1,3,37,4,1,2,1,7,4,30
262,0,1,3,0,0,0,0,0,0,0,1,3,37,4,1,2,1,7,4,30
263,0,2,1,1,0,1,0,0,3.09,26,1,3,37,4,1,2,1,7,4,30
263,1,2,2,0,1,0,1,0,0.36,48,1,3,37,4,1,2,1,7,4,30
263,0,2,3,0,0,0,0,0,0,0,1,3,37,4,1,2,1,7,4,30
264,0,3,1,1,0,0,0,1,0.49,91,1,3,37,4,1,2,1,7,4,30
264,1,3,2,0,1,0,0,1,0.36,48,1,3,37,4,1,2,1,7,4,30
264,0,3,3,0,0,0,0,0,0,0,1,3,37,4,1,2,1,7,4,30
265,1,4,1,1,0,0,0,1,1.68,26,1,3,37,4,1,2,1,7,4,30
265,0,4,2,0,1,0,1,0,0.36,57,1,3,37,4,1,2,1,7,4,30
265,0,4,3,0,0,0,0,0,0,0,1,3,37,4,1,2,1,7,4,30
266,1,5,1,1,0,1,1,0,3.09,26,1,3,37,4,1,2,1,7,4,30
266,0,5,2,0,1,0,1,0,1.06,20,1,3,37,4,1,2,1,7,4,30
266,0,5,3,0,0,0,0,0,0,0,1,3,37,4,1,2,1,7,4,30
267,0,6,1,1,0,0,0,1,1.68,91,1,3,37,4,1,2,1,7,4,30
267,1,6,2,0,1,1,0,0,1.06,20,1,3,37,4,1,2,1,7,4,30
267,0,6,3,0,0,0,0,0,0,0,1,3,37,4,1,2,1,7,4,30
268,0,7,1,1,0,1,0,0,1.68,167,1,3,37,4,1,2,1,7,4,30
268,1,7,2,0,1,1,0,0,0.89,57,1,3,37,4,1,2,1,7,4,30
268,0,7,3,0,0,0,0,0,0,0,1,3,37,4,1,2,1,7,4,30
269,0,8,1,1,0,0,1,0,0.49,26,1,3,37,4,1,2,1,7,4,30
269,1,8,2,0,1,0,0,1,0.89,57,1,3,37,4,1,2,1,7,4,30
269,0,8,3,0,0,0,0,0,0,0,1,3,37,4,1,2,1,7,4,30
270,0,9,1,1,0,0,1,0,0.49,167,1,3,37,4,1,2,1,7,4,30
270,1,9,2,0,1,1,0,0,1.06,48,1,3,37,4,1,2,1,7,4,30
270,0,9,3,0,0,0,0,0,0,0,1,3,37,4,1,2,1,7,4,30
271,1,1,1,1,0,0,1,0,1.68,91,0,1,19,3,2,6,2,1,1,31
271,0,1,2,0,1,0,1,0,0.89,48,0,1,19,3,2,6,2,1,1,31
271,0,1,3,0,0,0,0,0,0,0,0,1,19,3,2,6,2,1,1,31
272,1,2,1,1,0,1,0,0,1.68,26,0,1,19,3,2,6,2,1,1,31
272,0,2,2,0,1,0,0,1,1.06,48,0,1,19,3,2,6,2,1,1,31
272,0,2,3,0,0,0,0,0,0,0,0,1,19,3,2,6,2,1,1,31
273,1,3,1,1,0,0,1,0,1.68,167,0,1,19,3,2,6,2,1,1,31
273,0,3,2,0,1,0,0,1,0.36,20,0,1,19,3,2,6,2,1,1,31
273,0,3,3,0,0,0,0,0,0,0,0,1,19,3,2,6,2,1,1,31
274,1,4,1,1,0,0,0,1,3.09,26,0,1,19,3,2,6,2,1,1,31
274,0,4,2,0,1,1,0,0,0.89,48,0,1,19,3,2,6,2,1,1,31
274,0,4,3,0,0,0,0,0,0,0,0,1,19,3,2,6,2,1,1,31
275,0,5,1,1,0,1,0,0,0.49,91,0,1,19,3,2,6,2,1,1,31
275,1,5,2,0,1,0,1,0,1.06,57,0,1,19,3,2,6,2,1,1,31
275,0,5,3,0,0,0,0,0,0,0,0,1,19,3,2,6,2,1,1,31
276,0,6,1,1,0,0,0,1,0.49,167,0,1,19,3,2,6,2,1,1,31
276,1,6,2,0,1,0,1,0,0.89,20,0,1,19,3,2,6,2,1,1,31
276,0,6,3,0,0,0,0,0,0,0,0,1,19,3,2,6,2,1,1,31
277,1,7,1,1,0,0,0,1,3.09,167,0,1,19,3,2,6,2,1,1,31
277,0,7,2,0,1,0,0,1,1.06,57,0,1,19,3,2,6,2,1,1,31
277,0,7,3,0,0,0,0,0,0,0,0,1,19,3,2,6,2,1,1,31
278,1,8,1,1,0,1,0,0,0.49,26,0,1,19,3,2,6,2,1,1,31
278,0,8,2,0,1,1,0,0,0.36,20,0,1,19,3,2,6,2,1,1,31
278,0,8,3,0,0,0,0,0,0,0,0,1,19,3,2,6,2,1,1,31
279,1,9,1,1,0,0,1,0,3.09,91,0,1,19,3,2,6,2,1,1,31
279,0,9,2,0,1,1,0,0,0.36,57,0,1,19,3,2,6,2,1,1,31
279,0,9,3,0,0,0,0,0,0,0,0,1,19,3,2,6,2,1,1,31
280,0,1,1,1,0,1,0,0,3.09,91,1,1,24,2,2,1,2,1,2,32
280,1,1,2,0,1,0,0,1,0.89,20,1,1,24,2,2,1,2,1,2,32
280,0,1,3,0,0,0,0,0,0,0,1,1,24,2,2,1,2,1,2,32
281,1,2,1,1,0,1,0,0,3.09,26,1,1,24,2,2,1,2,1,2,32
281,0,2,2,0,1,0,1,0,0.36,48,1,1,24,2,2,1,2,1,2,32
281,0,2,3,0,0,0,0,0,0,0,1,1,24,2,2,1,2,1,2,32
282,0,3,1,1,0,0,0,1,0.49,91,1,1,24,2,2,1,2,1,2,32
282,1,3,2,0,1,0,0,1,0.36,48,1,1,24,2,2,1,2,1,2,32
282,0,3,3,0,0,0,0,0,0,0,1,1,24,2,2,1,2,1,2,32
283,1,4,1,1,0,0,0,1,1.68,26,1,1,24,2,2,1,2,1,2,32
283,0,4,2,0,1,0,1,0,0.36,57,1,1,24,2,2,1,2,1,2,32
283,0,4,3,0,0,0,0,0,0,0,1,1,24,2,2,1,2,1,2,32
284,0,5,1,1,0,1,1,0,3.09,26,1,1,24,2,2,1,2,1,2,32
284,1,5,2,0,1,0,1,0,1.06,20,1,1,24,2,2,1,2,1,2,32
284,0,5,3,0,0,0,0,0,0,0,1,1,24,2,2,1,2,1,2,32
285,0,6,1,1,0,0,0,1,1.68,91,1,1,24,2,2,1,2,1,2,32
285,1,6,2,0,1,1,0,0,1.06,20,1,1,24,2,2,1,2,1,2,32
285,0,6,3,0,0,0,0,0,0,0,1,1,24,2,2,1,2,1,2,32
286,0,7,1,1,0,1,0,0,1.68,167,1,1,24,2,2,1,2,1,2,32
286,1,7,2,0,1,1,0,0,0.89,57,1,1,24,2,2,1,2,1,2,32
286,0,7,3,0,0,0,0,0,0,0,1,1,24,2,2,1,2,1,2,32
287,1,8,1,1,0,0,1,0,0.49,26,1,1,24,2,2,1,2,1,2,32
287,0,8,2,0,1,0,0,1,0.89,57,1,1,24,2,2,1,2,1,2,32
287,0,8,3,0,0,0,0,0,0,0,1,1,24,2,2,1,2,1,2,32
288,0,9,1,1,0,0,1,0,0.49,167,1,1,24,2,2,1,2,1,2,32
288,1,9,2,0,1,1,0,0,1.06,48,1,1,24,2,2,1,2,1,2,32
288,0,9,3,0,0,0,0,0,0,0,1,1,24,2,2,1,2,1,2,32
289,0,1,1,1,0,0,1,0,1.68,91,1,1,24,5,1,2,1,2,2,33
289,1,1,2,0,1,0,1,0,0.89,48,1,1,24,5,1,2,1,2,2,33
289,0,1,3,0,0,0,0,0,0,0,1,1,24,5,1,2,1,2,2,33
290,0,2,1,1,0,1,0,0,1.68,26,1,1,24,5,1,2,1,2,2,33
290,1,2,2,0,1,0,0,1,1.06,48,1,1,24,5,1,2,1,2,2,33
290,0,2,3,0,0,0,0,0,0,0,1,1,24,5,1,2,1,2,2,33
291,1,3,1,1,0,0,1,0,1.68,167,1,1,24,5,1,2,1,2,2,33
291,0,3,2,0,1,0,0,1,0.36,20,1,1,24,5,1,2,1,2,2,33
291,0,3,3,0,0,0,0,0,0,0,1,1,24,5,1,2,1,2,2,33
292,0,4,1,1,0,0,0,1,3.09,26,1,1,24,5,1,2,1,2,2,33
292,1,4,2,0,1,1,0,0,0.89,48,1,1,24,5,1,2,1,2,2,33
292,0,4,3,0,0,0,0,0,0,0,1,1,24,5,1,2,1,2,2,33
293,0,5,1,1,0,1,0,0,0.49,91,1,1,24,5,1,2,1,2,2,33
293,1,5,2,0,1,0,1,0,1.06,57,1,1,24,5,1,2,1,2,2,33
293,0,5,3,0,0,0,0,0,0,0,1,1,24,5,1,2,1,2,2,33
294,0,6,1,1,0,0,0,1,0.49,167,1,1,24,5,1,2,1,2,2,33
294,1,6,2,0,1,0,1,0,0.89,20,1,1,24,5,1,2,1,2,2,33
294,0,6,3,0,0,0,0,0,0,0,1,1,24,5,1,2,1,2,2,33
295,0,7,1,1,0,0,0,1,3.09,167,1,1,24,5,1,2,1,2,2,33
295,1,7,2,0,1,0,0,1,1.06,57,1,1,24,5,1,2,1,2,2,33
295,0,7,3,0,0,0,0,0,0,0,1,1,24,5,1,2,1,2,2,33
296,1,8,1,1,0,1,0,0,0.49,26,1,1,24,5,1,2,1,2,2,33
296,0,8,2,0,1,1,0,0,0.36,20,1,1,24,5,1,2,1,2,2,33
296,0,8,3,0,0,0,0,0,0,0,1,1,24,5,1,2,1,2,2,33
297,1,9,1,1,0,0,1,0,3.09,91,1,1,24,5,1,2,1,2,2,33
297,0,9,2,0,1,1,0,0,0.36,57,1,1,24,5,1,2,1,2,2,33
297,0,9,3,0,0,0,0,0,0,0,1,1,24,5,1,2,1,2,2,33
298,0,1,1,1,0,1,0,0,3.09,91,0,2,28,6,1,2,1,3,4,34
298,1,1,2,0,1,0,0,1,0.89,20,0,2,28,6,1,2,1,3,4,34
298,0,1,3,0,0,0,0,0,0,0,0,2,28,6,1,2,1,3,4,34
299,1,2,1,1,0,1,0,0,3.09,26,0,2,28,6,1,2,1,3,4,34
299,0,2,2,0,1,0,1,0,0.36,48,0,2,28,6,1,2,1,3,4,34
299,0,2,3,0,0,0,0,0,0,0,0,2,28,6,1,2,1,3,4,34
300,0,3,1,1,0,0,0,1,0.49,91,0,2,28,6,1,2,1,3,4,34
300,1,3,2,0,1,0,0,1,0.36,48,0,2,28,6,1,2,1,3,4,34
300,0,3,3,0,0,0,0,0,0,0,0,2,28,6,1,2,1,3,4,34
301,0,4,1,1,0,0,0,1,1.68,26,0,2,28,6,1,2,1,3,4,34
301,1,4,2,0,1,0,1,0,0.36,57,0,2,28,6,1,2,1,3,4,34
301,0,4,3,0,0,0,0,0,0,0,0,2,28,6,1,2,1,3,4,34
302,1,5,1,1,0,1,1,0,3.09,26,0,2,28,6,1,2,1,3,4,34
