Case,Choice,Question,Alternative,Rail,Teton,Dirt,Gravel,Paved,Dist,Cost,gender,age_group,age,educ,res,emp,marr,house,house_inc,ID
302,0,5,2,0,1,0,1,0,1.06,20,0,2,28,6,1,2,1,3,4,34
302,0,5,3,0,0,0,0,0,0,0,0,2,28,6,1,2,1,3,4,34
303,1,6,1,1,0,0,0,1,1.68,91,0,2,28,6,1,2,1,3,4,34
303,0,6,2,0,1,1,0,0,1.06,20,0,2,28,6,1,2,1,3,4,34
303,0,6,3,0,0,0,0,0,0,0,0,2,28,6,1,2,1,3,4,34
304,1,7,1,1,0,1,0,0,1.68,167,0,2,28,6,1,2,1,3,4,34
304,0,7,2,0,1,1,0,0,0.89,57,0,2,28,6,1,2,1,3,4,34
304,0,7,3,0,0,0,0,0,0,0,0,2,28,6,1,2,1,3,4,34
305,0,8,1,1,0,0,1,0,0.49,26,0,2,28,6,1,2,1,3,4,34
305,1,8,2,0,1,0,0,1,0.89,57,0,2,28,6,1,2,1,3,4,34
305,0,8,3,0,0,0,0,0,0,0,0,2,28,6,1,2,1,3,4,34
306,1,9,1,1,0,0,1,0,0.49,167,0,2,28,6,1,2,1,3,4,34
306,0,9,2,0,1,1,0,0,1.06,48,0,2,28,6,1,2,1,3,4,34
306,0,9,3,0,0,0,0,0,0,0,0,2,28,6,1,2,1,3,4,34
307,0,1,1,1,0,0,1,0,1.68,91,1,2,34,5,1,6,1,6,4,35
307,0,1,2,0,1,0,1,0,0.89,48,1,2,34,5,1,6,1,6,4,35
307,1,1,3,0,0,0,0,0,0,0,1,2,34,5,1,6,1,6,4,35
308,1,2,1,1,0,1,0,0,1.68,26,1,2,34,5,1,6,1,6,4,35
308,0,2,2,0,1,0,0,1,1.06,48,1,2,34,5,1,6,1,6,4,35
308,0,2,3,0,0,0,0,0,0,0,1,2,34,5,1,6,1,6,4,35
309,0,3,1,1,0,0,1,0,1.68,167,1,2,34,5,1,6,1,6,4,35
309,1,3,2,0,1,0,0,1,0.36,20,1,2,34,5,1,6,1,6,4,35
309,0,3,3,0,0,0,0,0,0,0,1,2,34,5,1,6,1,6,4,35
310,1,4,1,1,0,0,0,1,3.09,26,1,2,34,5,1,6,1,6,4,35
310,0,4,2,0,1,1,0,0,0.89,48,1,2,34,5,1,6,1,6,4,35
310,0,4,3,0,0,0,0,0,0,0,1,2,34,5,1,6,1,6,4,35
311,0,5,1,1,0,1,0,0,0.49,91,1,2,34,5,1,6,1,6,4,35
311,0,5,2,0,1,0,1,0,1.06,57,1,2,34,5,1,6,1,6,4,35
311,1,5,3,0,0,0,0,0,0,0,1,2,34,5,1,6,1,6,4,35
312,0,6,1,1,0,0,0,1,0.49,167,1,2,34,5,1,6,1,6,4,35
312,1,6,2,0,1,0,1,0,0.89,20,1,2,34,5,1,6,1,6,4,35
312,0,6,3,0,0,0,0,0,0,0,1,2,34,5,1,6,1,6,4,35
313,0,7,1,1,0,0,0,1,3.09,167,1,2,34,5,1,6,1,6,4,35
313,0,7,2,0,1,0,0,1,1.06,57,1,2,34,5,1,6,1,6,4,35
313,1,7,3,0,0,0,0,0,0,0,1,2,34,5,1,6,1,6,4,35
314,0,8,1,1,0,1,0,0,0.49,26,1,2,34,5,1,6,1,6,4,35
314,1,8,2,0,1,1,0,0,0.36,20,1,2,34,5,1,6,1,6,4,35
314,0,8,3,0,0,0,0,0,0,0,1,2,34,5,1,6,1,6,4,35
315,0,9,1,1,0,0,1,0,3.09,91,1,2,34,5,1,6,1,6,4,35
315,0,9,2,0,1,1,0,0,0.36,57,1,2,34,5,1,6,1,6,4,35
315,1,9,3,0,0,0,0,0,0,0,1,2,34,5,1,6,1,6,4,35
316,0,1,1,1,0,1,0,0,3.09,91,0,1,21,3,2,1,2,1,2,36
316,1,1,2,0,1,0,0,1,0.89,20,0,1,21,3,2,1,2,1,2,36
316,0,1,3,0,0,0,0,0,0,0,0,1,21,3,2,1,2,1,2,36
317,0,2,1,1,0,1,0,0,3.09,26,0,1,21,3,2,1,2,1,2,36
317,0,2,2,0,1,0,1,0,0.36,48,0,1,21,3,2,1,2,1,2,36
317,1,2,3,0,0,0,0,0,0,0,0,1,21,3,2,1,2,1,2,36
318,1,3,1,1,0,0,0,1,0.49,91,0,1,21,3,2,1,2,1,2,36
318,0,3,2,0,1,0,0,1,0.36,48,0,1,21,3,2,1,2,1,2,36
318,0,3,3,0,0,0,0,0,0,0,0,1,21,3,2,1,2,1,2,36
319,1,4,1,1,0,0,0,1,1.68,26,0,1,21,3,2,1,2,1,2,36
319,0,4,2,0,1,0,1,0,0.36,57,0,1,21,3,2,1,2,1,2,36
319,0,4,3,0,0,0,0,0,0,0,0,1,21,3,2,1,2,1,2,36
320,0,5,1,1,0,1,1,0,3.09,26,0,1,21,3,2,1,2,1,2,36
320,0,5,2,0,1,0,1,0,1.06,20,0,1,21,3,2,1,2,1,2,36
320,1,5,3,0,0,0,0,0,0,0,0,1,21,3,2,1,2,1,2,36
321,1,6,1,1,0,0,0,1,1.68,91,0,1,21,3,2,1,2,1,2,36
321,0,6,2,0,1,1,0,0,1.06,20,0,1,21,3,2,1,2,1,2,36
321,0,6,3,0,0,0,0,0,0,0,0,1,21,3,2,1,2,1,2,36
322,0,7,1,1,0,1,0,0,1.68,167,0,1,21,3,2,1,2,1,2,36
322,0,7,2,0,1,1,0,0,0.89,57,0,1,21,3,2,1,2,1,2,36
322,1,7,3,0,0,0,0,0,0,0,0,1,21,3,2,1,2,1,2,36
323,0,8,1,1,0,0,1,0,0.49,26,0,1,21,3,2,1,2,1,2,36
323,1,8,2,0,1,0,0,1,0.89,57,0,1,21,3,2,1,2,1,2,36
323,0,8,3,0,0,0,0,0,0,0,0,1,21,3,2,1,2,1,2,36
324,0,9,1,1,0,0,1,0,0.49,167,0,1,21,3,2,1,2,1,2,36
324,1,9,2,0,1,1,0,0,1.06,48,0,1,21,3,2,1,2,1,2,36
324,0,9,3,0,0,0,0,0,0,0,0,1,21,3,2,1,2,1,2,36
325,0,1,1,1,0,1,0,0,3.09,91,1,1,19,3,2,1,2,1,1,37
325,0,1,2,0,1,0,0,1,0.89,20,1,1,19,3,2,1,2,1,1,37
325,1,1,3,0,0,0,0,0,0,0,1,1,19,3,2,1,2,1,1,37
326,0,2,1,1,0,1,0,0,3.09,26,1,1,19,3,2,1,2,1,1,37
326,0,2,2,0,1,0,1,0,0.36,48,1,1,19,3,2,1,2,1,1,37
326,1,2,3,0,0,0,0,0,0,0,1,1,19,3,2,1,2,1,1,37
327,0,3,1,1,0,0,0,1,0.49,91,1,1,19,3,2,1,2,1,1,37
327,0,3,2,0,1,0,0,1,0.36,48,1,1,19,3,2,1,2,1,1,37
327,1,3,3,0,0,0,0,0,0,0,1,1,19,3,2,1,2,1,1,37
328,0,4,1,1,0,0,0,1,1.68,26,1,1,19,3,2,1,2,1,1,37
328,0,4,2,0,1,0,1,0,0.36,57,1,1,19,3,2,1,2,1,1,37
328,1,4,3,0,0,0,0,0,0,0,1,1,19,3,2,1,2,1,1,37
329,0,5,1,1,0,1,1,0,3.09,26,1,1,19,3,2,1,2,1,1,37
329,1,5,2,0,1,0,1,0,1.06,20,1,1,19,3,2,1,2,1,1,37
329,0,5,3,0,0,0,0,0,0,0,1,1,19,3,2,1,2,1,1,37
330,0,6,1,1,0,0,0,1,1.68,91,1,1,19,3,2,1,2,1,1,37
330,1,6,2,0,1,1,0,0,1.06,20,1,1,19,3,2,1,2,1,1,37
330,0,6,3,0,0,0,0,0,0,0,1,1,19,3,2,1,2,1,1,37
331,0,7,1,1,0,1,0,0,1.68,167,1,1,19,3,2,1,2,1,1,37
331,0,7,2,0,1,1,0,0,0.89,57,1,1,19,3,2,1,2,1,1,37
331,1,7,3,0,0,0,0,0,0,0,1,1,19,3,2,1,2,1,1,37
332,0,8,1,1,0,0,1,0,0.49,26,1,1,19,3,2,1,2,1,1,37
332,0,8,2,0,1,0,0,1,0.89,57,1,1,19,3,2,1,2,1,1,37
332,1,8,3,0,0,0,0,0,0,0,1,1,19,3,2,1,2,1,1,37
333,0,9,1,1,0,0,1,0,0.49,167,1,1,19,3,2,1,2,1,1,37
333,0,9,2,0,1,1,0,0,1.06,48,1,1,19,3,2,1,2,1,1,37
333,1,9,3,0,0,0,0,0,0,0,1,1,19,3,2,1,2,1,1,37
334,1,1,1,1,0,0,1,0,1.68,91,1,1,19,3,2,6,2,1,1,38
334,0,1,2,0,1,0,1,0,0.89,48,1,1,19,3,2,6,2,1,1,38
334,0,1,3,0,0,0,0,0,0,0,1,1,19,3,2,6,2,1,1,38
335,0,2,1,1,0,1,0,0,1.68,26,1,1,19,3,2,6,2,1,1,38
335,1,2,2,0,1,0,0,1,1.06,48,1,1,19,3,2,6,2,1,1,38
335,0,2,3,0,0,0,0,0,0,0,1,1,19,3,2,6,2,1,1,38
336,0,3,1,1,0,0,1,0,1.68,167,1,1,19,3,2,6,2,1,1,38
336,1,3,2,0,1,0,0,1,0.36,20,1,1,19,3,2,6,2,1,1,38
336,0,3,3,0,0,0,0,0,0,0,1,1,19,3,2,6,2,1,1,38
337,1,4,1,1,0,0,0,1,3.09,26,1,1,19,3,2,6,2,1,1,38
337,0,4,2,0,1,1,0,0,0.89,48,1,1,19,3,2,6,2,1,1,38
337,0,4,3,0,0,0,0,0,0,0,1,1,19,3,2,6,2,1,1,38
338,0,5,1,1,0,1,0,0,0.49,91,1,1,19,3,2,6,2,1,1,38
338,1,5,2,0,1,0,1,0,1.06,57,1,1,19,3,2,6,2,1,1,38
338,0,5,3,0,0,0,0,0,0,0,1,1,19,3,2,6,2,1,1,38
339,1,6,1,1,0,0,0,1,0.49,167,1,1,19,3,2,6,2,1,1,38
339,0,6,2,0,1,0,1,0,0.89,20,1,1,19,3,2,6,2,1,1,38
339,0,6,3,0,0,0,0,0,0,0,1,1,19,3,2,6,2,1,1,38
340,1,7,1,1,0,0,0,1,3.09,167,1,1,19,3,2,6,2,1,1,38
340,0,7,2,0,1,0,0,1,1.06,57,1,1,19,3,2,6,2,1,1,38
340,0,7,3,0,0,0,0,0,0,0,1,1,19,3,2,6,2,1,1,38
341,1,8,1,1,0,1,0,0,0.49,26,1,1,19,3,2,6,2,1,1,38
341,0,8,2,0,1,1,0,0,0.36,20,1,1,19,3,2,6,2,1,1,38
341,0,8,3,0,0,0,0,0,0,0,1,1,19,3,2,6,2,1,1,38
342,0,9,1,1,0,0,1,0,3.09,91,1,1,19,3,2,6,2,1,1,38
342,1,9,2,0,1,1,0,0,0.36,57,1,1,19,3,2,6,2,1,1,38
342,0,9,3,0,0,0,0,0,0,0,1,1,19,3,2,6,2,1,1,38
343,0,1,1,1,0,1,0,0,3.09,91,1,1,19,3,2,1,2,1,1,39
343,1,1,2,0,1,0,0,1,0.89,20,1,1,19,3,2,1,2,1,1,39
343,0,1,3,0,0,0,0,0,0,0,1,1,19,3,2,1,2,1,1,39
344,1,2,1,1,0,1,0,0,3.09,26,1,1,19,3,2,1,2,1,1,39
344,0,2,2,0,1,0,1,0,0.36,48,1,1,19,3,2,1,2,1,1,39
344,0,2,3,0,0,0,0,0,0,0,1,1,19,3,2,1,2,1,1,39
345,0,3,1,1,0,0,0,1,0.49,91,1,1,19,3,2,1,2,1,1,39
345,1,3,2,0,1,0,0,1,0.36,48,1,1,19,3,2,1,2,1,1,39
345,0,3,3,0,0,0,0,0,0,0,1,1,19,3,2,1,2,1,1,39
346,0,4,1,1,0,0,0,1,1.68,26,1,1,19,3,2,1,2,1,1,39
346,1,4,2,0,1,0,1,0,0.36,57,1,1,19,3,2,1,2,1,1,39
346,0,4,3,0,0,0,0,0,0,0,1,1,19,3,2,1,2,1,1,39
347,0,5,1,1,0,1,1,0,3.09,26,1,1,19,3,2,1,2,1,1,39
347,1,5,2,0,1,0,1,0,1.06,20,1,1,19,3,2,1,2,1,1,39
347,0,5,3,0,0,0,0,0,0,0,1,1,19,3,2,1,2,1,1,39
348,1,6,1,1,0,0,0,1,1.68,91,1,1,19,3,2,1,2,1,1,39
348,0,6,2,0,1,1,0,0,1.06,20,1,1,19,3,2,1,2,1,1,39
348,0,6,3,0,0,0,0,0,0,0,1,1,19,3,2,1,2,1,1,39
349,1,7,1,1,0,1,0,0,1.68,167,1,1,19,3,2,1,2,1,1,39
349,0,7,2,0,1,1,0,0,0.89,57,1,1,19,3,2,1,2,1,1,39
349,0,7,3,0,0,0,0,0,0,0,1,1,19,3,2,1,2,1,1,39
350,0,8,1,1,0,0,1,0,0.49,26,1,1,19,3,2,1,2,1,1,39
350,1,8,2,0,1,0,0,1,0.89,57,1,1,19,3,2,1,2,1,1,39
350,0,8,3,0,0,0,0,0,0,0,1,1,19,3,2,1,2,1,1,39
351,0,9,1,1,0,0,1,0,0.49,167,1,1,19,3,2,1,2,1,1,39
351,1,9,2,0,1,1,0,0,1.06,48,1,1,19,3,2,1,2,1,1,39
351,0,9,3,0,0,0,0,0,0,0,1,1,19,3,2,1,2,1,1,39
352,0,1,1,1,0,1,0,0,3.09,91,0,1,21,4,2,6,2,1,1,40
352,1,1,2,0,1,0,0,1,0.89,20,0,1,21,4,2,6,2,1,1,40
352,0,1,3,0,0,0,0,0,0,0,0,1,21,4,2,6,2,1,1,40
353,0,2,1,1,0,1,0,0,3.09,26,0,1,21,4,2,6,2,1,1,40
353,1,2,2,0,1,0,1,0,0.36,48,0,1,21,4,2,6,2,1,1,40
353,0,2,3,0,0,0,0,0,0,0,0,1,21,4,2,6,2,1,1,40
354,1,3,1,1,0,0,0,1,0.49,91,0,1,21,4,2,6,2,1,1,40
354,0,3,2,0,1,0,0,1,0.36,48,0,1,21,4,2,6,2,1,1,40
354,0,3,3,0,0,0,0,0,0,0,0,1,21,4,2,6,2,1,1,40
355,1,4,1,1,0,0,0,1,1.68,26,0,1,21,4,2,6,2,1,1,40
355,0,4,2,0,1,0,1,0,0.36,57,0,1,21,4,2,6,2,1,1,40
355,0,4,3,0,0,0,0,0,0,0,0,1,21,4,2,6,2,1,1,40
356,1,5,1,1,0,1,1,0,3.09,26,0,1,21,4,2,6,2,1,1,40
356,0,5,2,0,1,0,1,0,1.06,20,0,1,21,4,2,6,2,1,1,40
356,0,5,3,0,0,0,0,0,0,0,0,1,21,4,2,6,2,1,1,40
357,1,6,1,1,0,0,0,1,1.68,91,0,1,21,4,2,6,2,1,1,40
357,0,6,2,0,1,1,0,0,1.06,20,0,1,21,4,2,6,2,1,1,40
357,0,6,3,0,0,0,0,0,0,0,0,1,21,4,2,6,2,1,1,40
358,0,7,1,1,0,1,0,0,1.68,167,0,1,21,4,2,6,2,1,1,40
358,1,7,2,0,1,1,0,0,0.89,57,0,1,21,4,2,6,2,1,1,40
358,0,7,3,0,0,0,0,0,0,0,0,1,21,4,2,6,2,1,1,40
359,0,8,1,1,0,0,1,0,0.49,26,0,1,21,4,2,6,2,1,1,40
359,1,8,2,0,1,0,0,1,0.89,57,0,1,21,4,2,6,2,1,1,40
359,0,8,3,0,0,0,0,0,0,0,0,1,21,4,2,6,2,1,1,40
360,0,9,1,1,0,0,1,0,0.49,167,0,1,21,4,2,6,2,1,1,40
360,1,9,2,0,1,1,0,0,1.06,48,0,1,21,4,2,6,2,1,1,40
360,0,9,3,0,0,0,0,0,0,0,0,1,21,4,2,6,2,1,1,40
361,0,1,1,1,0,0,1,0,1.68,91,0,1,19,3,2,6,2,7,11,41
361,0,1,2,0,1,0,1,0,0.89,48,0,1,19,3,2,6,2,7,11,41
361,1,1,3,0,0,0,0,0,0,0,0,1,19,3,2,6,2,7,11,41
362,0,2,1,1,0,1,0,0,1.68,26,0,1,19,3,2,6,2,7,11,41
362,1,2,2,0,1,0,0,1,1.06,48,0,1,19,3,2,6,2,7,11,41
362,0,2,3,0,0,0,0,0,0,0,0,1,19,3,2,6,2,7,11,41
363,0,3,1,1,0,0,1,0,1.68,167,0,1,19,3,2,6,2,7,11,41
363,1,3,2,0,1,0,0,1,0.36,20,0,1,19,3,2,6,2,7,11,41
363,0,3,3,0,0,0,0,0,0,0,0,1,19,3,2,6,2,7,11,41
364,1,4,1,1,0,0,0,1,3.09,26,0,1,19,3,2,6,2,7,11,41
364,0,4,2,0,1,1,0,0,0.89,48,0,1,19,3,2,6,2,7,11,41
364,0,4,3,0,0,0,0,0,0,0,0,1,19,3,2,6,2,7,11,41
365,0,5,1,1,0,1,0,0,0.49,91,0,1,19,3,2,6,2,7,11,41
365,0,5,2,0,1,0,1,0,1.06,57,0,1,19,3,2,6,2,7,11,41
365,1,5,3,0,0,0,0,0,0,0,0,1,19,3,2,6,2,7,11,41
366,1,6,1,1,0,0,0,1,0.49,167,0,1,19,3,2,6,2,7,11,41
366,0,6,2,0,1,0,1,0,0.89,20,0,1,19,3,2,6,2,7,11,41
366,0,6,3,0,0,0,0,0,0,0,0,1,19,3,2,6,2,7,11,41
367,1,7,1,1,0,0,0,1,3.09,167,0,1,19,3,2,6,2,7,11,41
367,0,7,2,0,1,0,0,1,1.06,57,0,1,19,3,2,6,2,7,11,41
367,0,7,3,0,0,0,0,0,0,0,0,1,19,3,2,6,2,7,11,41
368,0,8,1,1,0,1,0,0,0.49,26,0,1,19,3,2,6,2,7,11,41
368,0,8,2,0,1,1,0,0,0.36,20,0,1,19,3,2,6,2,7,11,41
368,1,8,3,0,0,0,0,0,0,0,0,1,19,3,2,6,2,7,11,41
369,0,9,1,1,0,0,1,0,3.09,91,0,1,19,3,2,6,2,7,11,41
369,0,9,2,0,1,1,0,0,0.36,57,0,1,19,3,2,6,2,7,11,41
369,1,9,3,0,0,0,0,0,0,0,0,1,19,3,2,6,2,7,11,41
370,1,1,1,1,0,0,1,0,1.68,91,1,4,45,5,1,1,1,7,11,42
370,0,1,2,0,1,0,1,0,0.89,48,1,4,45,5,1,1,1,7,11,42
370,0,1,3,0,0,0,0,0,0,0,1,4,45,5,1,1,1,7,11,42
371,1,2,1,1,0,1,0,0,1.68,26,1,4,45,5,1,1,1,7,11,42
371,0,2,2,0,1,0,0,1,1.06,48,1,4,45,5,1,1,1,7,11,42
371,0,2,3,0,0,0,0,0,0,0,1,4,45,5,1,1,1,7,11,42
372,0,3,1,1,0,0,1,0,1.68,167,1,4,45,5,1,1,1,7,11,42
372,1,3,2,0,1,0,0,1,0.36,20,1,4,45,5,1,1,1,7,11,42
372,0,3,3,0,0,0,0,0,0,0,1,4,45,5,1,1,1,7,11,42
373,0,4,1,1,0,0,0,1,3.09,26,1,4,45,5,1,1,1,7,11,42
373,1,4,2,0,1,1,0,0,0.89,48,1,4,45,5,1,1,1,7,11,42
373,0,4,3,0,0,0,0,0,0,0,1,4,45,5,1,1,1,7,11,42
374,1,6,1,1,0,0,0,1,0.49,167,1,4,45,5,1,1,1,7,11,42
374,0,6,2,0,1,0,1,0,0.89,20,1,4,45,5,1,1,1,7,11,42
374,0,6,3,0,0,0,0,0,0,0,1,4,45,5,1,1,1,7,11,42
375,1,7,1,1,0,0,0,1,3.09,167,1,4,45,5,1,1,1,7,11,42
375,0,7,2,0,1,0,0,1,1.06,57,1,4,45,5,1,1,1,7,11,42
375,0,7,3,0,0,0,0,0,0,0,1,4,45,5,1,1,1,7,11,42
376,0,8,1,1,0,1,0,0,0.49,26,1,4,45,5,1,1,1,7,11,42
376,1,8,2,0,1,1,0,0,0.36,20,1,4,45,5,1,1,1,7,11,42
376,0,8,3,0,0,0,0,0,0,0,1,4,45,5,1,1,1,7,11,42
377,1,9,1,1,0,0,1,0,3.09,91,1,4,45,5,1,1,1,7,11,42
377,0,9,2,0,1,1,0,0,0.36,57,1,4,45,5,1,1,1,7,11,42
377,0,9,3,0,0,0,0,0,0,0,1,4,45,5,1,1,1,7,11,42
378,0,1,1,1,0,1,0,0,3.09,91,1,3,42,6,1,2,1,5,11,43
378,1,1,2,0,1,0,0,1,0.89,20,1,3,42,6,1,2,1,5,11,43
378,0,1,3,0,0,0,0,0,0,0,1,3,42,6,1,2,1,5,11,43
379,1,2,1,1,0,1,0,0,3.09,26,1,3,42,6,1,2,1,5,11,43
379,0,2,2,0,1,0,1,0,0.36,48,1,3,42,6,1,2,1,5,11,43
379,0,2,3,0,0,0,0,0,0,0,1,3,42,6,1,2,1,5,11,43
380,0,3,1,1,0,0,0,1,0.49,91,1,3,42,6,1,2,1,5,11,43
380,0,3,2,0,1,0,0,1,0.36,48,1,3,42,6,1,2,1,5,11,43
380,1,3,3,0,0,0,0,0,0,0,1,3,42,6,1,2,1,5,11,43
381,0,4,1,1,0,0,0,1,1.68,26,1,3,42,6,1,2,1,5,11,43
381,0,4,2,0,1,0,1,0,0.36,57,1,3,42,6,1,2,1,5,11,43
381,1,4,3,0,0,0,0,0,0,0,1,3,42,6,1,2,1,5,11,43
382,0,5,1,1,0,1,1,0,3.09,26,1,3,42,6,1,2,1,5,11,43
382,0,5,2,0,1,0,1,0,1.06,20,1,3,42,6,1,2,1,5,11,43
382,1,5,3,0,0,0,0,0,0,0,1,3,42,6,1,2,1,5,11,43
383,0,6,1,1,0,0,0,1,1.68,91,1,3,42,6,1,2,1,5,11,43
383,1,6,2,0,1,1,0,0,1.06,20,1,3,42,6,1,2,1,5,11,43
383,0,6,3,0,0,0,0,0,0,0,1,3,42,6,1,2,1,5,11,43
384,0,7,1,1,0,1,0,0,1.68,167,1,3,42,6,1,2,1,5,11,43
384,1,7,2,0,1,1,0,0,0.89,57,1,3,42,6,1,2,1,5,11,43
384,0,7,3,0,0,0,0,0,0,0,1,3,42,6,1,2,1,5,11,43
385,0,8,1,1,0,0,1,0,0.49,26,1,3,42,6,1,2,1,5,11,43
385,0,8,2,0,1,0,0,1,0.89,57,1,3,42,6,1,2,1,5,11,43
385,1,8,3,0,0,0,0,0,0,0,1,3,42,6,1,2,1,5,11,43
386,0,9,1,1,0,0,1,0,0.49,167,1,3,42,6,1,2,1,5,11,43
386,1,9,2,0,1,1,0,0,1.06,48,1,3,42,6,1,2,1,5,11,43
386,0,9,3,0,0,0,0,0,0,0,1,3,42,6,1,2,1,5,11,43
387,1,1,1,1,0,1,0,0,3.09,91,1,1,22,4,3,1,1,2,2,44
387,0,1,2,0,1,0,0,1,0.89,20,1,1,22,4,3,1,1,2,2,44
387,0,1,3,0,0,0,0,0,0,0,1,1,22,4,3,1,1,2,2,44
388,1,2,1,1,0,1,0,0,3.09,26,1,1,22,4,3,1,1,2,2,44
388,0,2,2,0,1,0,1,0,0.36,48,1,1,22,4,3,1,1,2,2,44
388,0,2,3,0,0,0,0,0,0,0,1,1,22,4,3,1,1,2,2,44
389,1,3,1,1,0,0,0,1,0.49,91,1,1,22,4,3,1,1,2,2,44
389,0,3,2,0,1,0,0,1,0.36,48,1,1,22,4,3,1,1,2,2,44
389,0,3,3,0,0,0,0,0,0,0,1,1,22,4,3,1,1,2,2,44
390,1,4,1,1,0,0,0,1,1.68,26,1,1,22,4,3,1,1,2,2,44
390,0,4,2,0,1,0,1,0,0.36,57,1,1,22,4,3,1,1,2,2,44
390,0,4,3,0,0,0,0,0,0,0,1,1,22,4,3,1,1,2,2,44
391,1,6,1,1,0,0,0,1,1.68,91,1,1,22,4,3,1,1,2,2,44
391,0,6,2,0,1,1,0,0,1.06,20,1,1,22,4,3,1,1,2,2,44
391,0,6,3,0,0,0,0,0,0,0,1,1,22,4,3,1,1,2,2,44
392,1,7,1,1,0,1,0,0,1.68,167,1,1,22,4,3,1,1,2,2,44
392,0,7,2,0,1,1,0,0,0.89,57,1,1,22,4,3,1,1,2,2,44
392,0,7,3,0,0,0,0,0,0,0,1,1,22,4,3,1,1,2,2,44
393,1,8,1,1,0,0,1,0,0.49,26,1,1,22,4,3,1,1,2,2,44
393,0,8,2,0,1,0,0,1,0.89,57,1,1,22,4,3,1,1,2,2,44
393,0,8,3,0,0,0,0,0,0,0,1,1,22,4,3,1,1,2,2,44
394,1,9,1,1,0,0,1,0,0.49,167,1,1,22,4,3,1,1,2,2,44
394,0,9,2,0,1,1,0,0,1.06,48,1,1,22,4,3,1,1,2,2,44
394,0,9,3,0,0,0,0,0,0,0,1,1,22,4,3,1,1,2,2,44
395,0,1,1,1,0,0,1,0,1.68,91,1,3,37,5,1,1,1,5,10,45
395,1,1,2,0,1,0,1,0,0.89,48,1,3,37,5,1,1,1,5,10,45
395,0,1,3,0,0,0,0,0,0,0,1,3,37,5,1,1,1,5,10,45
396,0,2,1,1,0,1,0,0,1.68,26,1,3,37,5,1,1,1,5,10,45
396,1,2,2,0,1,0,0,1,1.06,48,1,3,37,5,1,1,1,5,10,45
396,0,2,3,0,0,0,0,0,0,0,1,3,37,5,1,1,1,5,10,45
397,0,3,1,1,0,0,1,0,1.68,167,1,3,37,5,1,1,1,5,10,45
397,1,3,2,0,1,0,0,1,0.36,20,1,3,37,5,1,1,1,5,10,45
397,0,3,3,0,0,0,0,0,0,0,1,3,37,5,1,1,1,5,10,45
398,1,4,1,1,0,0,0,1,3.09,26,1,3,37,5,1,1,1,5,10,45
398,0,4,2,0,1,1,0,0,0.89,48,1,3,37,5,1,1,1,5,10,45
398,0,4,3,0,0,0,0,0,0,0,1,3,37,5,1,1,1,5,10,45
399,0,5,1,1,0,1,0,0,0.49,91,1,3,37,5,1,1,1,5,10,45
399,1,5,2,0,1,0,1,0,1.06,57,1,3,37,5,1,1,1,5,10,45
399,0,5,3,0,0,0,0,0,0,0,1,3,37,5,1,1,1,5,10,45
400,0,6,1,1,0,0,0,1,0.49,167,1,3,37,5,1,1,1,5,10,45
400,1,6,2,0,1,0,1,0,0.89,20,1,3,37,5,1,1,1,5,10,45
400,0,6,3,0,0,0,0,0,0,0,1,3,37,5,1,1,1,5,10,45
401,0,7,1,1,0,0,0,1,3.09,167,1,3,37,5,1,1,1,5,10,45
