Key,Choice,Question,Alternative,Rail,Teton,Dirt,Gravel,Paved,Dist,Cost,gender,age_group,age,educ,res,emp,marr,house,house_inc,ID
123,0,2,3,0,0,0,0,0,0,0,1,1,22,3,2,1,2,1,1,12
131,1,3,1,1,0,0,1,0,1.68,167,1,1,22,3,2,1,2,1,1,12
132,0,3,2,0,1,0,0,1,0.36,20,1,1,22,3,2,1,2,1,1,12
133,0,3,3,0,0,0,0,0,0,0,1,1,22,3,2,1,2,1,1,12
141,0,4,1,1,0,0,0,1,3.09,26,1,1,22,3,2,1,2,1,1,12
142,1,4,2,0,1,1,0,0,0.89,48,1,1,22,3,2,1,2,1,1,12
143,0,4,3,0,0,0,0,0,0,0,1,1,22,3,2,1,2,1,1,12
151,1,5,1,1,0,1,0,0,0.49,91,1,1,22,3,2,1,2,1,1,12
152,0,5,2,0,1,0,1,0,1.06,57,1,1,22,3,2,1,2,1,1,12
153,0,5,3,0,0,0,0,0,0,0,1,1,22,3,2,1,2,1,1,12
161,0,6,1,1,0,0,0,1,0.49,167,1,1,22,3,2,1,2,1,1,12
162,1,6,2,0,1,0,1,0,0.89,20,1,1,22,3,2,1,2,1,1,12
163,0,6,3,0,0,0,0,0,0,0,1,1,22,3,2,1,2,1,1,12
171,1,7,1,1,0,0,0,1,3.09,167,1,1,22,3,2,1,2,1,1,12
172,0,7,2,0,1,0,0,1,1.06,57,1,1,22,3,2,1,2,1,1,12
173,0,7,3,0,0,0,0,0,0,0,1,1,22,3,2,1,2,1,1,12
181,1,8,1,1,0,1,0,0,0.49,26,1,1,22,3,2,1,2,1,1,12
182,0,8,2,0,1,1,0,0,0.36,20,1,1,22,3,2,1,2,1,1,12
183,0,8,3,0,0,0,0,0,0,0,1,1,22,3,2,1,2,1,1,12
191,1,9,1,1,0,0,1,0,3.09,91,1,1,22,3,2,1,2,1,1,12
192,0,9,2,0,1,1,0,0,0.36,57,1,1,22,3,2,1,2,1,1,12
193,0,9,3,0,0,0,0,0,0,0,1,1,22,3,2,1,2,1,1,12
211,0,1,1,1,0,1,0,0,3.09,91,1,1,22,5,2,1,1,3,3,13
212,1,1,2,0,1,0,0,1,0.89,20,1,1,22,5,2,1,1,3,3,13
213,0,1,3,0,0,0,0,0,0,0,1,1,22,5,2,1,1,3,3,13
221,0,2,1,1,0,1,0,0,3.09,26,1,1,22,5,2,1,1,3,3,13
222,1,2,2,0,1,0,1,0,0.36,48,1,1,22,5,2,1,1,3,3,13
223,0,2,3,0,0,0,0,0,0,0,1,1,22,5,2,1,1,3,3,13
231,0,3,1,1,0,0,0,1,0.49,91,1,1,22,5,2,1,1,3,3,13
232,1,3,2,0,1,0,0,1,0.36,48,1,1,22,5,2,1,1,3,3,13
233,0,3,3,0,0,0,0,0,0,0,1,1,22,5,2,1,1,3,3,13
241,0,4,1,1,0,0,0,1,1.68,26,1,1,22,5,2,1,1,3,3,13
242,1,4,2,0,1,0,1,0,0.36,57,1,1,22,5,2,1,1,3,3,13
243,0,4,3,0,0,0,0,0,0,0,1,1,22,5,2,1,1,3,3,13
251,0,5,1,1,0,1,1,0,3.09,26,1,1,22,5,2,1,1,3,3,13
252,1,5,2,0,1,0,1,0,1.06,20,1,1,22,5,2,1,1,3,3,13
253,0,5,3,0,0,0,0,0,0,0,1,1,22,5,2,1,1,3,3,13
261,0,6,1,1,0,0,0,1,1.68,91,1,1,22,5,2,1,1,3,3,13
262,1,6,2,0,1,1,0,0,1.06,20,1,1,22,5,2,1,1,3,3,13
263,0,6,3,0,0,0,0,0,0,0,1,1,22,5,2,1,1,3,3,13
271,0,7,1,1,0,1,0,0,1.68,167,1,1,22,5,2,1,1,3,3,13
272,1,7,2,0,1,1,0,0,0.89,57,1,1,22,5,2,1,1,3,3,13
273,0,7,3,0,0,0,0,0,0,0,1,1,22,5,2,1,1,3,3,13
281,0,8,1,1,0,0,1,0,0.49,26,1,1,22,5,2,1,1,3,3,13
282,1,8,2,0,1,0,0,1,0.89,57,1,1,22,5,2,1,1,3,3,13
283,0,8,3,0,0,0,0,0,0,0,1,1,22,5,2,1,1,3,3,13
291,0,9,1,1,0,0,1,0,0.49,167,1,1,22,5,2,1,1,3,3,13
292,1,9,2,0,1,1,0,0,1.06,48,1,1,22,5,2,1,1,3,3,13
293,0,9,3,0,0,0,0,0,0,0,1,1,22,5,2,1,1,3,3,13
111,0,1,1,1,0,0,1,0,1.68,91,1,1,24,5,1,6,1,3,2,14
112,0,1,2,0,1,0,1,0,0.89,48,1,1,24,5,1,6,1,3,2,14
113,1,1,3,0,0,0,0,0,0,0,1,1,24,5,1,6,1,3,2,14
121,0,2,1,1,0,1,0,0,1.68,26,1,1,24,5,1,6,1,3,2,14
122,0,2,2,0,1,0,0,1,1.06,48,1,1,24,5,1,6,1,3,2,14
123,1,2,3,0,0,0,0,0,0,0,1,1,24,5,1,6,1,3,2,14
131,0,3,1,1,0,0,1,0,1.68,167,1,1,24,5,1,6,1,3,2,14
132,1,3,2,0,1,0,0,1,0.36,20,1,1,24,5,1,6,1,3,2,14
133,0,3,3,0,0,0,0,0,0,0,1,1,24,5,1,6,1,3,2,14
141,0,4,1,1,0,0,0,1,3.09,26,1,1,24,5,1,6,1,3,2,14
142,0,4,2,0,1,1,0,0,0.89,48,1,1,24,5,1,6,1,3,2,14
143,1,4,3,0,0,0,0,0,0,0,1,1,24,5,1,6,1,3,2,14
151,0,5,1,1,0,1,0,0,0.49,91,1,1,24,5,1,6,1,3,2,14
152,0,5,2,0,1,0,1,0,1.06,57,1,1,24,5,1,6,1,3,2,14
153,1,5,3,0,0,0,0,0,0,0,1,1,24,5,1,6,1,3,2,14
161,0,6,1,1,0,0,0,1,0.49,167,1,1,24,5,1,6,1,3,2,14
162,0,6,2,0,1,0,1,0,0.89,20,1,1,24,5,1,6,1,3,2,14
163,1,6,3,0,0,0,0,0,0,0,1,1,24,5,1,6,1,3,2,14
171,0,7,1,1,0,0,0,1,3.09,167,1,1,24,5,1,6,1,3,2,14
172,0,7,2,0,1,0,0,1,1.06,57,1,1,24,5,1,6,1,3,2,14
173,1,7,3,0,0,0,0,0,0,0,1,1,24,5,1,6,1,3,2,14
181,0,8,1,1,0,1,0,0,0.49,26,1,1,24,5,1,6,1,3,2,14
182,1,8,2,0,1,1,0,0,0.36,20,1,1,24,5,1,6,1,3,2,14
183,0,8,3,0,0,0,0,0,0,0,1,1,24,5,1,6,1,3,2,14
191,0,9,1,1,0,0,1,0,3.09,91,1,1,24,5,1,6,1,3,2,14
192,0,9,2,0,1,1,0,0,0.36,57,1,1,24,5,1,6,1,3,2,14
193,1,9,3,0,0,0,0,0,0,0,1,1,24,5,1,6,1,3,2,14
211,1,1,1,1,0,1,0,0,3.09,91,1,1,18,3,2,6,2,1,1,15
212,0,1,2,0,1,0,0,1,0.89,20,1,1,18,3,2,6,2,1,1,15
213,0,1,3,0,0,0,0,0,0,0,1,1,18,3,2,6,2,1,1,15
221,1,2,1,1,0,1,0,0,3.09,26,1,1,18,3,2,6,2,1,1,15
222,0,2,2,0,1,0,1,0,0.36,48,1,1,18,3,2,6,2,1,1,15
223,0,2,3,0,0,0,0,0,0,0,1,1,18,3,2,6,2,1,1,15
231,0,3,1,1,0,0,0,1,0.49,91,1,1,18,3,2,6,2,1,1,15
232,1,3,2,0,1,0,0,1,0.36,48,1,1,18,3,2,6,2,1,1,15
233,0,3,3,0,0,0,0,0,0,0,1,1,18,3,2,6,2,1,1,15
241,1,4,1,1,0,0,0,1,1.68,26,1,1,18,3,2,6,2,1,1,15
242,0,4,2,0,1,0,1,0,0.36,57,1,1,18,3,2,6,2,1,1,15
243,0,4,3,0,0,0,0,0,0,0,1,1,18,3,2,6,2,1,1,15
251,1,5,1,1,0,1,1,0,3.09,26,1,1,18,3,2,6,2,1,1,15
252,0,5,2,0,1,0,1,0,1.06,20,1,1,18,3,2,6,2,1,1,15
253,0,5,3,0,0,0,0,0,0,0,1,1,18,3,2,6,2,1,1,15
261,0,6,1,1,0,0,0,1,1.68,91,1,1,18,3,2,6,2,1,1,15
262,1,6,2,0,1,1,0,0,1.06,20,1,1,18,3,2,6,2,1,1,15
263,0,6,3,0,0,0,0,0,0,0,1,1,18,3,2,6,2,1,1,15
271,0,7,1,1,0,1,0,0,1.68,167,1,1,18,3,2,6,2,1,1,15
272,1,7,2,0,1,1,0,0,0.89,57,1,1,18,3,2,6,2,1,1,15
273,0,7,3,0,0,0,0,0,0,0,1,1,18,3,2,6,2,1,1,15
281,0,8,1,1,0,0,1,0,0.49,26,1,1,18,3,2,6,2,1,1,15
282,1,8,2,0,1,0,0,1,0.89,57,1,1,18,3,2,6,2,1,1,15
283,0,8,3,0,0,0,0,0,0,0,1,1,18,3,2,6,2,1,1,15
291,0,9,1,1,0,0,1,0,0.49,167,1,1,18,3,2,6,2,1,1,15
292,1,9,2,0,1,1,0,0,1.06,48,1,1,18,3,2,6,2,1,1,15
293,0,9,3,0,0,0,0,0,0,0,1,1,18,3,2,6,2,1,1,15
211,0,1,1,1,0,1,0,0,3.09,91,1,1,21,3,1,6,1,3,3,16
212,1,1,2,0,1,0,0,1,0.89,20,1,1,21,3,1,6,1,3,3,16
213,0,1,3,0,0,0,0,0,0,0,1,1,21,3,1,6,1,3,3,16
221,1,2,1,1,0,1,0,0,3.09,26,1,1,21,3,1,6,1,3,3,16
222,0,2,2,0,1,0,1,0,0.36,48,1,1,21,3,1,6,1,3,3,16
223,0,2,3,0,0,0,0,0,0,0,1,1,21,3,1,6,1,3,3,16
231,0,3,1,1,0,0,0,1,0.49,91,1,1,21,3,1,6,1,3,3,16
232,1,3,2,0,1,0,0,1,0.36,48,1,1,21,3,1,6,1,3,3,16
233,0,3,3,0,0,0,0,0,0,0,1,1,21,3,1,6,1,3,3,16
241,1,4,1,1,0,0,0,1,1.68,26,1,1,21,3,1,6,1,3,3,16
242,0,4,2,0,1,0,1,0,0.36,57,1,1,21,3,1,6,1,3,3,16
243,0,4,3,0,0,0,0,0,0,0,1,1,21,3,1,6,1,3,3,16
251,0,5,1,1,0,1,1,0,3.09,26,1,1,21,3,1,6,1,3,3,16
252,1,5,2,0,1,0,1,0,1.06,20,1,1,21,3,1,6,1,3,3,16
253,0,5,3,0,0,0,0,0,0,0,1,1,21,3,1,6,1,3,3,16
261,1,6,1,1,0,0,0,1,1.68,91,1,1,21,3,1,6,1,3,3,16
262,0,6,2,0,1,1,0,0,1.06,20,1,1,21,3,1,6,1,3,3,16
263,0,6,3,0,0,0,0,0,0,0,1,1,21,3,1,6,1,3,3,16
271,0,7,1,1,0,1,0,0,1.68,167,1,1,21,3,1,6,1,3,3,16
272,1,7,2,0,1,1,0,0,0.89,57,1,1,21,3,1,6,1,3,3,16
273,0,7,3,0,0,0,0,0,0,0,1,1,21,3,1,6,1,3,3,16
281,0,8,1,1,0,0,1,0,0.49,26,1,1,21,3,1,6,1,3,3,16
282,1,8,2,0,1,0,0,1,0.89,57,1,1,21,3,1,6,1,3,3,16
283,0,8,3,0,0,0,0,0,0,0,1,1,21,3,1,6,1,3,3,16
291,0,9,1,1,0,0,1,0,0.49,167,1,1,21,3,1,6,1,3,3,16
292,1,9,2,0,1,1,0,0,1.06,48,1,1,21,3,1,6,1,3,3,16
293,0,9,3,0,0,0,0,0,0,0,1,1,21,3,1,6,1,3,3,16
111,0,1,1,1,0,0,1,0,1.68,91,1,2,30,3,2,6,2,1,1,17
112,0,1,2,0,1,0,1,0,0.89,48,1,2,30,3,2,6,2,1,1,17
113,1,1,3,0,0,0,0,0,0,0,1,2,30,3,2,6,2,1,1,17
121,0,2,1,1,0,1,0,0,1.68,26,1,2,30,3,2,6,2,1,1,17
122,1,2,2,0,1,0,0,1,1.06,48,1,2,30,3,2,6,2,1,1,17
123,0,2,3,0,0,0,0,0,0,0,1,2,30,3,2,6,2,1,1,17
131,0,3,1,1,0,0,1,0,1.68,167,1,2,30,3,2,6,2,1,1,17
132,1,3,2,0,1,0,0,1,0.36,20,1,2,30,3,2,6,2,1,1,17
133,0,3,3,0,0,0,0,0,0,0,1,2,30,3,2,6,2,1,1,17
141,1,4,1,1,0,0,0,1,3.09,26,1,2,30,3,2,6,2,1,1,17
142,0,4,2,0,1,1,0,0,0.89,48,1,2,30,3,2,6,2,1,1,17
143,0,4,3,0,0,0,0,0,0,0,1,2,30,3,2,6,2,1,1,17
151,1,5,1,1,0,1,0,0,0.49,91,1,2,30,3,2,6,2,1,1,17
152,0,5,2,0,1,0,1,0,1.06,57,1,2,30,3,2,6,2,1,1,17
153,0,5,3,0,0,0,0,0,0,0,1,2,30,3,2,6,2,1,1,17
161,1,6,1,1,0,0,0,1,0.49,167,1,2,30,3,2,6,2,1,1,17
162,0,6,2,0,1,0,1,0,0.89,20,1,2,30,3,2,6,2,1,1,17
163,0,6,3,0,0,0,0,0,0,0,1,2,30,3,2,6,2,1,1,17
171,0,7,1,1,0,0,0,1,3.09,167,1,2,30,3,2,6,2,1,1,17
172,1,7,2,0,1,0,0,1,1.06,57,1,2,30,3,2,6,2,1,1,17
173,0,7,3,0,0,0,0,0,0,0,1,2,30,3,2,6,2,1,1,17
181,0,8,1,1,0,1,0,0,0.49,26,1,2,30,3,2,6,2,1,1,17
182,1,8,2,0,1,1,0,0,0.36,20,1,2,30,3,2,6,2,1,1,17
183,0,8,3,0,0,0,0,0,0,0,1,2,30,3,2,6,2,1,1,17
191,0,9,1,1,0,0,1,0,3.09,91,1,2,30,3,2,6,2,1,1,17
192,1,9,2,0,1,1,0,0,0.36,57,1,2,30,3,2,6,2,1,1,17
193,0,9,3,0,0,0,0,0,0,0,1,2,30,3,2,6,2,1,1,17
111,1,1,1,1,0,0,1,0,1.68,91,0,1,18,3,2,1,2,1,1,18
112,0,1,2,0,1,0,1,0,0.89,48,0,1,18,3,2,1,2,1,1,18
113,0,1,3,0,0,0,0,0,0,0,0,1,18,3,2,1,2,1,1,18
121,1,2,1,1,0,1,0,0,1.68,26,0,1,18,3,2,1,2,1,1,18
122,0,2,2,0,1,0,0,1,1.06,48,0,1,18,3,2,1,2,1,1,18
123,0,2,3,0,0,0,0,0,0,0,0,1,18,3,2,1,2,1,1,18
131,1,3,1,1,0,0,1,0,1.68,167,0,1,18,3,2,1,2,1,1,18
132,0,3,2,0,1,0,0,1,0.36,20,0,1,18,3,2,1,2,1,1,18
133,0,3,3,0,0,0,0,0,0,0,0,1,18,3,2,1,2,1,1,18
141,0,4,1,1,0,0,0,1,3.09,26,0,1,18,3,2,1,2,1,1,18
142,1,4,2,0,1,1,0,0,0.89,48,0,1,18,3,2,1,2,1,1,18
143,0,4,3,0,0,0,0,0,0,0,0,1,18,3,2,1,2,1,1,18
151,0,5,1,1,0,1,0,0,0.49,91,0,1,18,3,2,1,2,1,1,18
152,1,5,2,0,1,0,1,0,1.06,57,0,1,18,3,2,1,2,1,1,18
153,0,5,3,0,0,0,0,0,0,0,0,1,18,3,2,1,2,1,1,18
161,0,6,1,1,0,0,0,1,0.49,167,0,1,18,3,2,1,2,1,1,18
162,1,6,2,0,1,0,1,0,0.89,20,0,1,18,3,2,1,2,1,1,18
163,0,6,3,0,0,0,0,0,0,0,0,1,18,3,2,1,2,1,1,18
171,0,7,1,1,0,0,0,1,3.09,167,0,1,18,3,2,1,2,1,1,18
172,1,7,2,0,1,0,0,1,1.06,57,0,1,18,3,2,1,2,1,1,18
173,0,7,3,0,0,0,0,0,0,0,0,1,18,3,2,1,2,1,1,18
181,1,8,1,1,0,1,0,0,0.49,26,0,1,18,3,2,1,2,1,1,18
182,0,8,2,0,1,1,0,0,0.36,20,0,1,18,3,2,1,2,1,1,18
183,0,8,3,0,0,0,0,0,0,0,0,1,18,3,2,1,2,1,1,18
191,1,9,1,1,0,0,1,0,3.09,91,0,1,18,3,2,1,2,1,1,18
192,0,9,2,0,1,1,0,0,0.36,57,0,1,18,3,2,1,2,1,1,18
193,0,9,3,0,0,0,0,0,0,0,0,1,18,3,2,1,2,1,1,18
211,0,1,1,1,0,1,0,0,3.09,91,1,1,24,5,3,6,1,4,8,19
212,1,1,2,0,1,0,0,1,0.89,20,1,1,24,5,3,6,1,4,8,19
213,0,1,3,0,0,0,0,0,0,0,1,1,24,5,3,6,1,4,8,19
221,1,2,1,1,0,1,0,0,3.09,26,1,1,24,5,3,6,1,4,8,19
222,0,2,2,0,1,0,1,0,0.36,48,1,1,24,5,3,6,1,4,8,19
223,0,2,3,0,0,0,0,0,0,0,1,1,24,5,3,6,1,4,8,19
231,0,3,1,1,0,0,0,1,0.49,91,1,1,24,5,3,6,1,4,8,19
232,1,3,2,0,1,0,0,1,0.36,48,1,1,24,5,3,6,1,4,8,19
233,0,3,3,0,0,0,0,0,0,0,1,1,24,5,3,6,1,4,8,19
241,1,4,1,1,0,0,0,1,1.68,26,1,1,24,5,3,6,1,4,8,19
242,0,4,2,0,1,0,1,0,0.36,57,1,1,24,5,3,6,1,4,8,19
243,0,4,3,0,0,0,0,0,0,0,1,1,24,5,3,6,1,4,8,19
251,1,5,1,1,0,1,1,0,3.09,26,1,1,24,5,3,6,1,4,8,19
252,0,5,2,0,1,0,1,0,1.06,20,1,1,24,5,3,6,1,4,8,19
253,0,5,3,0,0,0,0,0,0,0,1,1,24,5,3,6,1,4,8,19
261,0,6,1,1,0,0,0,1,1.68,91,1,1,24,5,3,6,1,4,8,19
262,1,6,2,0,1,1,0,0,1.06,20,1,1,24,5,3,6,1,4,8,19
263,0,6,3,0,0,0,0,0,0,0,1,1,24,5,3,6,1,4,8,19
271,0,7,1,1,0,1,0,0,1.68,167,1,1,24,5,3,6,1,4,8,19
272,1,7,2,0,1,1,0,0,0.89,57,1,1,24,5,3,6,1,4,8,19
273,0,7,3,0,0,0,0,0,0,0,1,1,24,5,3,6,1,4,8,19
281,0,8,1,1,0,0,1,0,0.49,26,1,1,24,5,3,6,1,4,8,19
282,1,8,2,0,1,0,0,1,0.89,57,1,1,24,5,3,6,1,4,8,19
283,0,8,3,0,0,0,0,0,0,0,1,1,24,5,3,6,1,4,8,19
291,0,9,1,1,0,0,1,0,0.49,167,1,1,24,5,3,6,1,4,8,19
292,1,9,2,0,1,1,0,0,1.06,48,1,1,24,5,3,6,1,4,8,19
293,0,9,3,0,0,0,0,0,0,0,1,1,24,5,3,6,1,4,8,19
111,0,1,1,1,0,0,1,0,1.68,91,1,1,20,3,2,6,2,6,5,20
112,1,1,2,0,1,0,1,0,0.89,48,1,1,20,3,2,6,2,6,5,20
113,0,1,3,0,0,0,0,0,0,0,1,1,20,3,2,6,2,6,5,20
121,0,2,1,1,0,1,0,0,1.68,26,1,1,20,3,2,6,2,6,5,20
122,1,2,2,0,1,0,0,1,1.06,48,1,1,20,3,2,6,2,6,5,20
123,0,2,3,0,0,0,0,0,0,0,1,1,20,3,2,6,2,6,5,20
131,0,3,1,1,0,0,1,0,1.68,167,1,1,20,3,2,6,2,6,5,20
132,1,3,2,0,1,0,0,1,0.36,20,1,1,20,3,2,6,2,6,5,20
133,0,3,3,0,0,0,0,0,0,0,1,1,20,3,2,6,2,6,5,20
141,0,4,1,1,0,0,0,1,3.09,26,1,1,20,3,2,6,2,6,5,20
142,1,4,2,0,1,1,0,0,0.89,48,1,1,20,3,2,6,2,6,5,20
143,0,4,3,0,0,0,0,0,0,0,1,1,20,3,2,6,2,6,5,20
151,1,5,1,1,0,1,0,0,0.49,91,1,1,20,3,2,6,2,6,5,20
152,0,5,2,0,1,0,1,0,1.06,57,1,1,20,3,2,6,2,6,5,20
153,0,5,3,0,0,0,0,0,0,0,1,1,20,3,2,6,2,6,5,20
161,1,6,1,1,0,0,0,1,0.49,167,1,1,20,3,2,6,2,6,5,20
162,0,6,2,0,1,0,1,0,0.89,20,1,1,20,3,2,6,2,6,5,20
163,0,6,3,0,0,0,0,0,0,0,1,1,20,3,2,6,2,6,5,20
171,0,7,1,1,0,0,0,1,3.09,167,1,1,20,3,2,6,2,6,5,20
172,1,7,2,0,1,0,0,1,1.06,57,1,1,20,3,2,6,2,6,5,20
173,0,7,3,0,0,0,0,0,0,0,1,1,20,3,2,6,2,6,5,20
181,0,8,1,1,0,1,0,0,0.49,26,1,1,20,3,2,6,2,6,5,20
182,1,8,2,0,1,1,0,0,0.36,20,1,1,20,3,2,6,2,6,5,20
183,0,8,3,0,0,0,0,0,0,0,1,1,20,3,2,6,2,6,5,20
191,0,9,1,1,0,0,1,0,3.09,91,1,1,20,3,2,6,2,6,5,20
192,1,9,2,0,1,1,0,0,0.36,57,1,1,20,3,2,6,2,6,5,20
193,0,9,3,0,0,0,0,0,0,0,1,1,20,3,2,6,2,6,5,20
211,1,1,1,1,0,1,0,0,3.09,91,1,2,30,6,1,1,1,2,0,21
212,0,1,2,0,1,0,0,1,0.89,20,1,2,30,6,1,1,1,2,0,21
213,0,1,3,0,0,0,0,0,0,0,1,2,30,6,1,1,1,2,0,21
221,1,2,1,1,0,1,0,0,3.09,26,1,2,30,6,1,1,1,2,0,21
222,0,2,2,0,1,0,1,0,0.36,48,1,2,30,6,1,1,1,2,0,21
223,0,2,3,0,0,0,0,0,0,0,1,2,30,6,1,1,1,2,0,21
231,1,3,1,1,0,0,0,1,0.49,91,1,2,30,6,1,1,1,2,0,21
232,0,3,2,0,1,0,0,1,0.36,48,1,2,30,6,1,1,1,2,0,21
233,0,3,3,0,0,0,0,0,0,0,1,2,30,6,1,1,1,2,0,21
241,0,4,1,1,0,0,0,1,1.68,26,1,2,30,6,1,1,1,2,0,21
242,1,4,2,0,1,0,1,0,0.36,57,1,2,30,6,1,1,1,2,0,21
243,0,4,3,0,0,0,0,0,0,0,1,2,30,6,1,1,1,2,0,21
251,1,5,1,1,0,1,1,0,3.09,26,1,2,30,6,1,1,1,2,0,21
252,0,5,2,0,1,0,1,0,1.06,20,1,2,30,6,1,1,1,2,0,21
253,0,5,3,0,0,0,0,0,0,0,1,2,30,6,1,1,1,2,0,21
261,0,6,1,1,0,0,0,1,1.68,91,1,2,30,6,1,1,1,2,0,21
262,1,6,2,0,1,1,0,0,1.06,20,1,2,30,6,1,1,1,2,0,21
263,0,6,3,0,0,0,0,0,0,0,1,2,30,6,1,1,1,2,0,21
271,1,7,1,1,0,1,0,0,1.68,167,1,2,30,6,1,1,1,2,0,21
272,0,7,2,0,1,1,0,0,0.89,57,1,2,30,6,1,1,1,2,0,21
273,0,7,3,0,0,0,0,0,0,0,1,2,30,6,1,1,1,2,0,21
281,1,8,1,1,0,0,1,0,0.49,26,1,2,30,6,1,1,1,2,0,21
282,0,8,2,0,1,0,0,1,0.89,57,1,2,30,6,1,1,1,2,0,21
283,0,8,3,0,0,0,0,0,0,0,1,2,30,6,1,1,1,2,0,21
291,1,9,1,1,0,0,1,0,0.49,167,1,2,30,6,1,1,1,2,0,21
292,0,9,2,0,1,1,0,0,1.06,48,1,2,30,6,1,1,1,2,0,21
293,0,9,3,0,0,0,0,0,0,0,1,2,30,6,1,1,1,2,0,21
111,0,1,1,1,0,0,1,0,1.68,91,1,3,40,5,3,1,2,2,9,22
112,1,1,2,0,1,0,1,0,0.89,48,1,3,40,5,3,1,2,2,9,22
113,0,1,3,0,0,0,0,0,0,0,1,3,40,5,3,1,2,2,9,22
121,0,2,1,1,0,1,0,0,1.68,26,1,3,40,5,3,1,2,2,9,22
122,1,2,2,0,1,0,0,1,1.06,48,1,3,40,5,3,1,2,2,9,22
123,0,2,3,0,0,0,0,0,0,0,1,3,40,5,3,1,2,2,9,22
131,0,3,1,1,0,0,1,0,1.68,167,1,3,40,5,3,1,2,2,9,22
132,1,3,2,0,1,0,0,1,0.36,20,1,3,40,5,3,1,2,2,9,22
133,0,3,3,0,0,0,0,0,0,0,1,3,40,5,3,1,2,2,9,22
141,1,4,1,1,0,0,0,1,3.09,26,1,3,40,5,3,1,2,2,9,22
142,0,4,2,0,1,1,0,0,0.89,48,1,3,40,5,3,1,2,2,9,22
143,0,4,3,0,0,0,0,0,0,0,1,3,40,5,3,1,2,2,9,22
151,0,5,1,1,0,1,0,0,0.49,91,1,3,40,5,3,1,2,2,9,22
152,1,5,2,0,1,0,1,0,1.06,57,1,3,40,5,3,1,2,2,9,22
153,0,5,3,0,0,0,0,0,0,0,1,3,40,5,3,1,2,2,9,22
161,1,6,1,1,0,0,0,1,0.49,167,1,3,40,5,3,1,2,2,9,22
162,0,6,2,0,1,0,1,0,0.89,20,1,3,40,5,3,1,2,2,9,22
163,0,6,3,0,0,0,0,0,0,0,1,3,40,5,3,1,2,2,9,22
171,1,7,1,1,0,0,0,1,3.09,167,1,3,40,5,3,1,2,2,9,22
172,0,7,2,0,1,0,0,1,1.06,57,1,3,40,5,3,1,2,2,9,22
173,0,7,3,0,0,0,0,0,0,0,1,3,40,5,3,1,2,2,9,22
181,0,8,1,1,0,1,0,0,0.49,26,1,3,40,5,3,1,2,2,9,22
182,1,8,2,0,1,1,0,0,0.36,20,1,3,40,5,3,1,2,2,9,22
183,0,8,3,0,0,0,0,0,0,0,1,3,40,5,3,1,2,2,9,22
191,1,9,1,1,0,0,1,0,3.09,91,1,3,40,5,3,1,2,2,9,22
192,0,9,2,0,1,1,0,0,0.36,57,1,3,40,5,3,1,2,2,9,22
193,0,9,3,0,0,0,0,0,0,0,1,3,40,5,3,1,2,2,9,22
211,0,1,1,1,0,1,0,0,3.09,91,1,4,50,4,3,6,1,3,0,23
212,1,1,2,0,1,0,0,1,0.89,20,1,4,50,4,3,6,1,3,0,23
213,0,1,3,0,0,0,0,0,0,0,1,4,50,4,3,6,1,3,0,23
221,0,2,1,1,0,1,0,0,3.09,26,1,4,50,4,3,6,1,3,0,23
222,1,2,2,0,1,0,1,0,0.36,48,1,4,50,4,3,6,1,3,0,23
223,0,2,3,0,0,0,0,0,0,0,1,4,50,4,3,6,1,3,0,23
231,1,3,1,1,0,0,0,1,0.49,91,1,4,50,4,3,6,1,3,0,23
232,0,3,2,0,1,0,0,1,0.36,48,1,4,50,4,3,6,1,3,0,23
